Percentile,Mean_Accuracy,Std_Accuracy,Atlas,Matrix,FSM
86,0.6735098039215688,0.05890879114988255,BASC122,tangent,MI
87,0.6745294117647059,0.056403040347128876,BASC122,tangent,MI
88,0.6775686274509805,0.052755462207926984,BASC122,tangent,MI
89,0.6706078431372549,0.0468898477702144,BASC122,tangent,MI
90,0.6726666666666666,0.04175597809937826,BASC122,tangent,MI
91,0.6706470588235295,0.04691481642295963,BASC122,tangent,MI
92,0.6736470588235295,0.0412270650884744,BASC122,tangent,MI
93,0.6718039215686276,0.029442441518204018,BASC122,tangent,MI
94,0.6767058823529413,0.0342114779141273,BASC122,tangent,MI
95,0.6767254901960784,0.034886761396306185,BASC122,tangent,MI
96,0.6757647058823529,0.03287402118303738,BASC122,tangent,MI
97,0.6707843137254902,0.03958706502169504,BASC122,tangent,MI
98,0.6747254901960784,0.04348181906273275,BASC122,tangent,MI
99,0.6767254901960784,0.03981754330812229,BASC122,tangent,MI
100,0.6707843137254901,0.043030259463859896,BASC122,tangent,MI
